miRNA,1270_ATCACG_L004_R1_001.fastq,1271_CGATGT_L004_R1_001.fastq,1272_TTAGGC_L004_R1_001.fastq
hsa-miR-4268,0.0,0.0,0.0
hsa-miR-4269,0.0,0.0,0.0
hsa-miR-4270,0.0,0.0,0.0
hsa-miR-4271,0.0,0.0,0.0
hsa-miR-4272,0.0,0.0,0.0
hsa-miR-4273,0.0,0.0,0.0
hsa-miR-4274,0.0,0.0,0.0
hsa-miR-4275,0.0,0.0,0.0
hsa-miR-4276,0.0,0.0,0.0
hsa-miR-4277,0.0,0.0,0.0
hsa-miR-4278,0.0,0.0,0.0
hsa-miR-4279,0.0,0.0,0.0
hsa-miR-4280,0.0,0.0,0.0
hsa-miR-4281,0.0,0.0,0.0
hsa-miR-4282,0.0,0.0,0.0
hsa-miR-4283,0.0,0.0,0.0
hsa-miR-4284,0.0,0.0,0.0
hsa-miR-4285,0.0,0.0,0.0
hsa-miR-4286,27.9760276527,40.4840956347,31.0146129747
hsa-miR-4287,0.0,0.0,0.0
hsa-miR-4288,0.0,0.0,0.0
hsa-miR-4289,0.0,0.0,0.0
hsa-miR-429,66.8316216149,119.569305712,149.981113489
hsa-miR-4290,0.0,0.0,0.0
hsa-miR-4291,0.0,0.0,0.0
hsa-miR-4292,0.0,0.0,0.0
hsa-miR-4293,0.0,0.0,0.0
hsa-miR-4294,0.0,0.0,0.0
hsa-miR-4295,0.0,0.0,0.0
hsa-miR-4296,0.0,0.0,0.0
hsa-miR-4297,0.0,0.0,0.0
hsa-miR-4298,0.0,0.0,0.0
hsa-miR-4299,0.0,0.0,0.0
hsa-miR-4300,0.0,0.0,0.0
hsa-miR-4301,0.0,0.0,0.0
hsa-miR-4302,0.0,0.0,0.0
hsa-miR-4303,0.0,0.0,0.0
hsa-miR-4304,0.0,0.0,0.0
hsa-miR-4305,0.0,0.0,0.0
hsa-miR-4306,0.0,0.0,0.0
hsa-miR-4307,0.0,0.0,0.0
hsa-miR-4308,0.0,0.0,0.0
hsa-miR-4309,0.0,0.0,0.0
hsa-miR-431-3p,0.0,0.0,0.0
hsa-miR-431-5p,0.0,0.0,0.0
hsa-miR-4310-3p,0.0,0.0,0.0
hsa-miR-4310-5p,0.0,0.0,0.0
hsa-miR-4311,0.0,0.0,0.0
hsa-miR-4312,0.0,0.0,0.0
hsa-miR-4313,0.0,0.0,0.0
hsa-miR-4314,0.0,0.0,0.0
hsa-miR-4315-3p,0.0,0.0,0.0
hsa-miR-4315-5p,0.0,0.0,0.0
hsa-miR-4316,0.0,0.0,0.0
hsa-miR-4317,0.0,0.0,0.0
hsa-miR-4318,0.0,0.0,0.0
hsa-miR-4319,0.0,0.0,0.0
hsa-miR-432-3p,0.0,0.0,0.0
hsa-miR-432-5p,0.0,0.0,0.0
hsa-miR-4320,0.0,0.0,0.0
hsa-miR-4321,0.0,0.0,0.0
hsa-miR-4322,0.0,0.0,0.0
hsa-miR-4323,0.0,0.0,0.0
hsa-miR-4324,0.0,0.0,0.0
hsa-miR-4325,0.0,0.0,0.0
hsa-miR-4326,7.77111879243,9.88565125964,13.8871401379
hsa-miR-4327,0.0,0.0,0.0
hsa-miR-4328,0.0,0.0,0.0
hsa-miR-4329,0.0,0.0,0.0
hsa-miR-433-3p,0.0,0.0,0.0
hsa-miR-433-5p,0.0,0.0,0.0
hsa-miR-4330,0.0,0.0,0.0
hsa-miR-4418,0.0,0.0,0.0
hsa-miR-4420-3p,9.32534255092,0.0,0.0
hsa-miR-4420-5p,0.0,0.0,0.0
hsa-miR-4421,0.0,0.0,0.0
hsa-miR-4422-3p,0.0,0.0,0.0
hsa-miR-4422-5p,0.0,0.0,0.0
hsa-miR-4423-3p,0.0,0.0,0.0
hsa-miR-4423-5p,0.0,0.0,0.0
hsa-miR-4424,0.0,0.0,0.0
hsa-miR-4425-3p,0.0,0.0,0.0
hsa-miR-4425-5p,0.0,0.0,0.0
hsa-miR-4426,0.0,0.0,0.0
hsa-miR-4427,0.0,0.0,0.0
hsa-miR-4428,0.0,0.0,0.0
hsa-miR-4429,0.0,0.0,0.0
hsa-miR-4430,0.0,0.0,0.0
hsa-miR-4431-3p,0.0,0.0,0.0
hsa-miR-4431-5p,0.0,0.0,0.0
hsa-miR-4432,0.0,0.0,0.0
hsa-miR-4433a-3p,0.0,0.0,0.0
hsa-miR-4433a-5p,0.0,0.0,0.0
hsa-miR-4433b-3p,0.0,0.0,0.0
hsa-miR-4433b-5p,0.0,0.0,3.24033269885
hsa-miR-4434,0.0,0.0,0.0
hsa-miR-4435-3p,0.0,0.0,0.0
hsa-miR-4435-5p,29.5302514112,16.0053401347,3.24033269885
hsa-miR-4436a,0.0,0.0,0.0
hsa-miR-4436b-3p,0.0,0.0,0.0
hsa-miR-4436b-5p,0.0,0.0,0.0
hsa-miR-4437,0.0,0.0,0.0
hsa-miR-4438,0.0,0.0,0.0
hsa-miR-4439,0.0,0.0,0.0
hsa-miR-4440,0.0,0.0,0.0
hsa-miR-4441,0.0,0.0,0.0
hsa-miR-4442,0.0,0.0,0.0
hsa-miR-4443,0.0,0.0,0.0
hsa-miR-4444,0.0,0.0,0.0
hsa-miR-4445-3p,0.0,0.0,0.0
hsa-miR-4445-5p,0.0,0.0,0.0
hsa-miR-4446-3p,0.0,0.0,0.0
hsa-miR-4446-5p,0.0,0.0,0.0
hsa-miR-4447,0.0,0.0,0.0
hsa-miR-4448,0.0,0.0,0.0
hsa-miR-4449,29.5302514112,0.0,0.0
hsa-miR-4450,0.0,0.0,0.0
hsa-miR-4451,41.9640414791,0.0,0.0
hsa-miR-4452-3p,0.0,0.0,0.0
hsa-miR-4452-5p,0.0,0.0,0.0
hsa-miR-4453,0.0,0.0,0.0
hsa-miR-4454,121.229453162,159.11191075,134.705259338
hsa-miR-4455,0.0,0.0,0.0
hsa-miR-4456,0.0,0.0,0.0
hsa-miR-4457,0.0,0.0,0.0
hsa-miR-4458,0.0,0.0,0.0
hsa-miR-4460,0.0,0.0,0.0
hsa-miR-4462,0.0,0.0,0.0
hsa-miR-4463,0.0,0.0,0.0
hsa-miR-4464-3p,0.0,0.0,0.0
hsa-miR-4464-5p,0.0,0.0,0.0
hsa-miR-4465,0.0,0.0,0.0
hsa-miR-4466,0.0,0.0,0.0
hsa-miR-4467-3p,0.0,0.0,0.0
hsa-miR-4467-5p,0.0,0.0,0.0
hsa-miR-4468,0.0,0.0,0.0
hsa-miR-4469-3p,0.0,0.0,0.0
hsa-miR-4469-5p,0.0,0.0,0.0
hsa-miR-4470-3p,0.0,0.0,0.0
hsa-miR-4470-5p,0.0,0.0,0.0
hsa-miR-4471,0.0,0.0,0.0
hsa-miR-4472,0.0,0.0,0.0
hsa-miR-4473-3p,0.0,0.0,0.0
hsa-miR-4473-5p,0.0,0.0,0.0
hsa-miR-4474-3p,0.0,0.0,0.0
hsa-miR-4474-5p,0.0,0.0,0.0
hsa-miR-4475,0.0,0.0,0.0
hsa-miR-4476,0.0,0.0,0.0
hsa-miR-4477a,0.0,0.0,0.0
hsa-miR-4477b-3p,0.0,0.0,0.0
hsa-miR-4477b-5p,0.0,0.0,0.0
hsa-miR-4478,0.0,0.0,0.0
hsa-miR-4479-3p,0.0,0.0,0.0
hsa-miR-4479-5p,0.0,0.0,0.0
hsa-miR-448,0.0,0.0,0.0
hsa-miR-4480,0.0,0.0,0.0
hsa-miR-4481,0.0,0.0,0.0
hsa-miR-4482-3p,0.0,0.0,0.0
hsa-miR-4482-5p,0.0,0.0,0.0
hsa-miR-4483,0.0,0.0,0.0
hsa-miR-4484,0.0,0.0,0.0
hsa-miR-4485-3p,76.1569641658,72.4947759041,78.6937941148
hsa-miR-4485-5p,0.0,0.0,5.55485605516
hsa-miR-4486,0.0,0.0,0.0
hsa-miR-4487,0.0,0.0,0.0
hsa-miR-4488,0.0,0.0,0.0
hsa-miR-4489,0.0,0.0,0.0
hsa-miR-4490,0.0,0.0,0.0
hsa-miR-4491,0.0,0.0,0.0
hsa-miR-4492,0.0,0.0,0.0
hsa-miR-4493,0.0,0.0,0.0
hsa-miR-4494,0.0,0.0,0.0
hsa-miR-4495,0.0,0.0,0.0
hsa-miR-4496,0.0,0.0,0.0
hsa-miR-4497,0.0,0.0,0.0
hsa-miR-4498,0.0,0.0,0.0
hsa-miR-4499,0.0,0.0,0.0
hsa-miR-449a/449b-5p,31.0844751697,19.3005572212,13.8871401379
hsa-miR-449b-3p,0.0,0.0,0.0
hsa-miR-449c-3p,0.0,0.0,0.0
hsa-miR-449c-5p,0.0,0.0,43.0501344275
hsa-miR-4500,0.0,0.0,0.0
hsa-miR-4501,0.0,0.0,0.0
hsa-miR-4502,0.0,0.0,0.0
hsa-miR-4503,0.0,0.0,0.0
hsa-miR-4504-3p,0.0,0.0,0.0
hsa-miR-4504-5p,0.0,0.0,0.0
hsa-miR-4505,0.0,0.0,0.0
hsa-miR-4506,0.0,0.0,0.0
hsa-miR-4507,0.0,0.0,0.0
hsa-miR-4508,34.1929226867,0.0,17.590377508
hsa-miR-4509,0.0,0.0,0.0
hsa-miR-450a-1-3p,0.0,0.0,0.0
hsa-miR-450a-2-3p,0.0,0.0,0.0
hsa-miR-450a-5p,0.0,3.29521708655,4.16614204137
hsa-miR-450b-3p,0.0,0.0,0.0
hsa-miR-450b-5p,0.0,32.0106802693,21.7565195494
hsa-miR-4510,0.0,0.0,0.0
hsa-miR-4511-3p,0.0,0.0,0.0
hsa-miR-4511-5p,13.9880138264,33.4229161636,31.9404223172
hsa-miR-4512-3p,0.0,0.0,0.0
hsa-miR-4512-5p,0.0,0.0,0.0
hsa-miR-4513,0.0,0.0,0.0
hsa-miR-4513.SNPB,0.0,0.0,0.0
hsa-miR-4514,0.0,0.0,0.0
hsa-miR-4515,0.0,0.0,0.0
hsa-miR-4516,0.0,0.0,0.0
hsa-miR-4517,0.0,0.0,0.0
hsa-miR-4518,0.0,0.0,0.0
hsa-miR-4519,0.0,0.0,0.0
hsa-miR-451a,0.0,0.0,0.0
hsa-miR-451b-3p,0.0,0.0,0.0
hsa-miR-451b-5p,0.0,0.0,0.0
hsa-miR-452-3p,0.0,0.0,0.0
hsa-miR-452-5p,10.8795663094,42.8378221251,30.5517083034
hsa-miR-4520-2-3p/4520-3p,0.0,0.0,0.0
hsa-miR-4520-5p,0.0,0.0,0.0
hsa-miR-4521,0.0,11.768632452,9.25809342527
hsa-miR-4522,0.0,0.0,0.0
hsa-miR-4523-3p,0.0,0.0,0.0
hsa-miR-4523-5p,0.0,0.0,0.0
hsa-miR-4524a-3p,6.21689503394,4.70745298078,0.0
hsa-miR-4524a-5p,0.0,5.64894357694,4.62904671264
hsa-miR-4524b-3p,0.0,0.0,0.0
hsa-miR-4524b-5p,0.0,0.0,0.0
hsa-miR-4525-3p,0.0,0.0,0.0
hsa-miR-4525-5p,0.0,0.0,0.0
hsa-miR-4526-3p,0.0,0.0,0.0
hsa-miR-4526-5p,0.0,0.0,0.0
hsa-miR-4527,0.0,0.0,0.0
hsa-miR-4528-3p,0.0,0.0,0.0
hsa-miR-4528-5p,0.0,0.0,0.0
hsa-miR-4529-3p,0.0,0.0,0.0
hsa-miR-4529-5p,0.0,0.0,0.0
hsa-miR-4530,0.0,0.0,0.0
hsa-miR-4531,0.0,0.0,0.0
hsa-miR-4533-3p,0.0,0.0,0.0
hsa-miR-4533-5p,0.0,0.0,0.0
hsa-miR-4534,0.0,0.0,0.0
hsa-miR-4535,0.0,0.0,0.0
hsa-miR-4536-3p,0.0,0.0,0.0
hsa-miR-4536-5p,0.0,0.0,0.0
hsa-miR-4537,0.0,0.0,0.0
hsa-miR-4538,0.0,0.0,0.0
hsa-miR-4539,0.0,0.0,0.0
hsa-miR-454-3p,29.5302514112,37.6596238463,50.4566091677
hsa-miR-454-5p,23.3133563773,18.8298119231,11.1097121103
hsa-miR-4540,0.0,0.0,0.0
hsa-miR-455-3p,77.7111879243,57.4309263655,49.5307998252
hsa-miR-455-5p,105.687215577,245.258300299,266.633090648
hsa-miR-4632-3p,0.0,0.0,0.0
hsa-miR-4632-5p,0.0,0.0,0.0
hsa-miR-4633-3p,0.0,0.0,0.0
hsa-miR-4633-5p,0.0,0.0,0.0
hsa-miR-4634,0.0,0.0,0.0
hsa-miR-4635,0.0,0.0,0.0
hsa-miR-4636-3p,0.0,0.0,0.0
hsa-miR-4636-5p,0.0,0.0,0.0
hsa-miR-4637,0.0,0.0,0.0
hsa-miR-4638-3p,0.0,0.0,0.0
hsa-miR-4638-5p,0.0,0.0,0.0
hsa-miR-4639-3p,0.0,0.0,0.0
hsa-miR-4639-5p,0.0,0.0,0.0
hsa-miR-4640-3p,0.0,0.0,0.0
hsa-miR-4640-5p,0.0,0.0,0.0
hsa-miR-4641,0.0,0.0,0.0
hsa-miR-4642,0.0,0.0,0.0
hsa-miR-4643,0.0,0.0,0.0
hsa-miR-4644-3p,0.0,0.0,0.0
hsa-miR-4644-5p,0.0,0.0,0.0
hsa-miR-4645-3p,0.0,6.11968887502,4.62904671264
hsa-miR-4645-5p,0.0,0.0,0.0
hsa-miR-4646-3p,0.0,0.0,0.0
hsa-miR-4646-5p,0.0,0.0,0.0
hsa-miR-4647-3p,0.0,0.0,0.0
hsa-miR-4647-5p,0.0,0.0,0.0
hsa-miR-4648,0.0,0.0,0.0
hsa-miR-4649-3p,0.0,0.0,0.0
hsa-miR-4649-5p,0.0,0.0,0.0
hsa-miR-4650-3p,0.0,0.0,0.0
hsa-miR-4650-5p,0.0,0.0,0.0
hsa-miR-4651,0.0,0.0,0.0
hsa-miR-4652-3p,0.0,0.0,0.0
hsa-miR-4652-5p,0.0,0.0,0.0
hsa-miR-4653-3p,0.0,0.0,0.0
hsa-miR-4653-5p,0.0,0.0,0.0
hsa-miR-4654,0.0,4.2367076827,0.0
hsa-miR-4655-3p,0.0,0.0,0.0
hsa-miR-4655-5p,0.0,0.0,0.0
hsa-miR-4656,0.0,0.0,0.0
hsa-miR-4657,0.0,0.0,0.0
hsa-miR-4658,0.0,0.0,0.0
hsa-miR-4659a-3p/4659b-3p,0.0,0.0,0.0
hsa-miR-4659a-5p/4659b-5p,0.0,0.0,0.0
hsa-miR-466,0.0,0.0,0.0
hsa-miR-4660,0.0,0.0,0.0
hsa-miR-4661-3p,0.0,0.0,0.0
hsa-miR-4661-5p,6.21689503394,0.0,4.62904671264
hsa-miR-4662a-3p,0.0,0.0,0.0
hsa-miR-4662a-5p,35.7471464452,27.3032272885,27.3113756046
hsa-miR-4662b,0.0,0.0,0.0
hsa-miR-4663,0.0,0.0,0.0
hsa-miR-4664-3p,0.0,0.0,0.0
hsa-miR-4664-5p,0.0,0.0,0.0
hsa-miR-4665-3p,0.0,0.0,0.0
hsa-miR-4665-5p,0.0,0.0,0.0
hsa-miR-4666a-3p,0.0,0.0,0.0
hsa-miR-4666a-5p,0.0,0.0,0.0
hsa-miR-4666b,0.0,0.0,0.0
hsa-miR-4667-3p,0.0,0.0,0.0
hsa-miR-4667-5p,0.0,0.0,0.0
hsa-miR-4668-3p,0.0,0.0,0.0
hsa-miR-4668-5p,0.0,8.47341536541,0.0
hsa-miR-4669,0.0,0.0,0.0
hsa-miR-4670-3p,0.0,0.0,2.31452335632
hsa-miR-4670-5p,0.0,0.0,0.0
hsa-miR-4671-3p,0.0,4.70745298078,0.0
hsa-miR-4671-5p,0.0,0.0,0.0
hsa-miR-4672-3p,0.0,0.0,0.0
hsa-miR-4672-5p,0.0,0.0,0.0
hsa-miR-4673,0.0,0.0,0.0
hsa-miR-4674,0.0,0.0,0.0
hsa-miR-4675,0.0,0.0,0.0
hsa-miR-4676-3p,0.0,0.0,1.85161868505
hsa-miR-4676-5p,0.0,0.0,0.0
hsa-miR-4677-3p,15.5422375849,55.5479451732,46.7533717976
hsa-miR-4677-5p,0.0,0.0,0.0
hsa-miR-4678-3p,0.0,0.0,0.0
hsa-miR-4678-5p,0.0,0.0,0.0
hsa-miR-4679,0.0,0.0,0.0
hsa-miR-4680-3p,0.0,0.0,0.0
hsa-miR-4680-5p,0.0,0.0,0.0
hsa-miR-4681-3p,0.0,0.0,0.0
hsa-miR-4681-5p,0.0,0.0,0.0
hsa-miR-4682-3p,0.0,0.0,0.0
hsa-miR-4682-5p,0.0,8.94416066349,0.0
hsa-miR-4683,0.0,0.0,0.0
hsa-miR-4684-3p,0.0,0.0,0.0
hsa-miR-4684-5p,0.0,0.0,0.0
hsa-miR-4685-3p,0.0,0.0,0.0
hsa-miR-4685-5p,0.0,0.0,0.0
hsa-miR-4686,0.0,0.0,11.1097121103
hsa-miR-4687-3p,0.0,0.0,0.0
hsa-miR-4687-5p,0.0,6.11968887502,7.86937941148
hsa-miR-4688-3p/4688-5p,0.0,0.0,0.0
hsa-miR-4689-3p,0.0,0.0,0.0
hsa-miR-4689-5p,0.0,0.0,0.0
hsa-miR-4690-3p,0.0,0.0,0.0
hsa-miR-4690-5p,0.0,7.06117947117,0.0
hsa-miR-4691-3p,0.0,0.0,0.0
hsa-miR-4691-5p,0.0,0.0,0.0
hsa-miR-4692,0.0,0.0,0.0
hsa-miR-4693-3p,0.0,0.0,0.0
hsa-miR-4693-5p,0.0,0.0,0.0
hsa-miR-4694-3p,0.0,0.0,0.0
hsa-miR-4694-5p,0.0,0.0,0.0
hsa-miR-4695-3p,0.0,0.0,0.0
hsa-miR-4695-5p,0.0,0.0,0.0
hsa-miR-4696,0.0,0.0,0.0
hsa-miR-4697-3p,0.0,0.0,0.0
hsa-miR-4697-5p,0.0,0.0,0.0
hsa-miR-4698,0.0,0.0,0.0
hsa-miR-4699-3p,0.0,2.35372649039,0.0
hsa-miR-4699-5p,0.0,0.0,0.0
hsa-miR-4700-3p,0.0,0.0,0.0
hsa-miR-4700-5p,0.0,0.0,0.0
hsa-miR-4701-3p,0.0,0.0,0.0
hsa-miR-4701-5p,0.0,0.0,0.0
hsa-miR-4703-3p,0.0,0.0,0.0
hsa-miR-4703-5p,0.0,0.0,0.0
hsa-miR-4704-3p,0.0,0.0,0.0
hsa-miR-4704-5p,0.0,0.0,0.0
hsa-miR-4705,0.0,6.5904341731,16.6645681655
hsa-miR-4706-3p,0.0,0.0,0.0
hsa-miR-4706-5p,0.0,0.0,0.0
hsa-miR-4706-5p.SNPE,0.0,0.0,0.0
hsa-miR-4706-5p.SNPF,0.0,0.0,0.0
hsa-miR-4707-3p,0.0,0.0,0.0
hsa-miR-4707-5p,0.0,0.0,0.0
hsa-miR-4708-3p,0.0,0.0,0.0
hsa-miR-4708-5p,0.0,0.0,0.0
hsa-miR-4709-3p,0.0,0.0,0.0
hsa-miR-4709-5p,0.0,0.0,0.0
hsa-miR-4710,0.0,0.0,0.0
hsa-miR-4711-3p,0.0,0.0,0.0
hsa-miR-4711-5p,0.0,0.0,0.0
hsa-miR-4712-3p,0.0,0.0,0.0
hsa-miR-4712-5p,0.0,0.0,0.0
hsa-miR-4713-3p,0.0,0.0,0.0
hsa-miR-4713-5p,0.0,0.0,0.0
hsa-miR-4714-3p,0.0,0.0,0.0
hsa-miR-4714-5p,0.0,0.0,0.0
hsa-miR-4715-3p,0.0,0.0,0.0
hsa-miR-4715-5p,0.0,0.0,0.0
hsa-miR-4716-3p,0.0,0.0,0.0
hsa-miR-4716-5p,0.0,0.0,0.0
hsa-miR-4717-3p,0.0,0.0,0.0
hsa-miR-4717-5p,0.0,0.0,0.0
hsa-miR-4718,0.0,0.0,0.0
hsa-miR-4719-3p,0.0,0.0,0.0
hsa-miR-4719-5p,0.0,0.0,0.0
hsa-miR-4720-3p,0.0,0.0,0.0
hsa-miR-4720-5p,0.0,0.0,0.0
hsa-miR-4721-3p/4721-5p,0.0,0.0,0.0
hsa-miR-4722-3p,0.0,0.0,0.0
hsa-miR-4722-5p,0.0,0.0,0.0
hsa-miR-4723-3p,0.0,0.0,0.0
hsa-miR-4723-5p,0.0,2.82447178847,0.0
hsa-miR-4724-3p,0.0,0.0,0.0
hsa-miR-4724-5p,0.0,0.0,0.0
hsa-miR-4725-3p,0.0,0.0,0.0
hsa-miR-4725-5p,0.0,0.0,0.0
hsa-miR-4726-3p,0.0,0.0,0.0
hsa-miR-4726-5p,0.0,0.0,0.0
hsa-miR-4727-3p,0.0,0.0,0.0
hsa-miR-4727-5p,0.0,0.0,0.0
hsa-miR-4728-3p,18.6506851018,0.0,7.86937941148
hsa-miR-4728-5p,0.0,0.0,0.0
hsa-miR-4729-3p,0.0,0.0,0.0
hsa-miR-4729-5p,0.0,0.0,0.0
hsa-miR-4730-3p,0.0,0.0,0.0
hsa-miR-4730-5p,4.66267127546,0.0,0.0
hsa-miR-4731-3p,0.0,0.0,0.0
hsa-miR-4731-5p,0.0,0.0,0.0
hsa-miR-4732-3p,0.0,0.0,0.0
hsa-miR-4732-5p,0.0,0.0,0.0
hsa-miR-4733-3p,0.0,0.0,0.0
hsa-miR-4733-5p,0.0,0.0,0.0
hsa-miR-4734-3p,0.0,0.0,0.0
hsa-miR-4734-5p,0.0,0.0,0.0
hsa-miR-4735-3p,0.0,0.0,0.0
hsa-miR-4735-5p,0.0,0.0,0.0
hsa-miR-4736,0.0,0.0,0.0
hsa-miR-4737-3p,0.0,0.0,0.0
hsa-miR-4737-5p,0.0,0.0,0.0
hsa-miR-4738-3p,0.0,0.0,0.0
hsa-miR-4738-5p,0.0,0.0,0.0
hsa-miR-4739,0.0,8.94416066349,0.0
hsa-miR-4740-3p,27.9760276527,0.0,0.0
hsa-miR-4740-5p,0.0,0.0,0.0
hsa-miR-4741,0.0,0.0,0.0
hsa-miR-4742-3p,0.0,0.0,1.38871401379
hsa-miR-4742-5p,0.0,0.0,1.85161868505
hsa-miR-4743-3p,0.0,0.0,0.0
hsa-miR-4743-5p,0.0,0.0,0.0
hsa-miR-4744,0.0,0.0,0.0
hsa-miR-4745-3p,0.0,0.0,0.0
hsa-miR-4745-5p,45.0724889961,0.0,0.0
hsa-miR-4746-3p,0.0,0.0,0.0
hsa-miR-4746-5p,23.3133563773,14.1223589423,12.4984261241
hsa-miR-4747-3p,0.0,0.0,0.0
hsa-miR-4747-5p,0.0,0.0,0.0
hsa-miR-4748-3p,0.0,0.0,0.0
hsa-miR-4748-5p,0.0,0.0,0.0
hsa-miR-4749-3p,0.0,0.0,0.0
hsa-miR-4749-5p,0.0,0.0,0.0
hsa-miR-4750-3p,0.0,0.0,0.0
hsa-miR-4750-5p,0.0,0.0,0.0
hsa-miR-4751,0.0,0.0,0.0
hsa-miR-4752,0.0,0.0,0.0
hsa-miR-4753-3p,0.0,0.0,0.0
hsa-miR-4753-5p,0.0,0.0,0.0
hsa-miR-4754-3p,0.0,0.0,0.0
hsa-miR-4754-5p,0.0,0.0,0.0
hsa-miR-4755-3p,0.0,6.11968887502,0.0
hsa-miR-4755-5p,0.0,0.0,0.0
hsa-miR-4756-3p,0.0,0.0,0.0
hsa-miR-4756-5p,0.0,0.0,0.0
hsa-miR-4757-3p,0.0,0.0,0.0
hsa-miR-4757-5p,0.0,0.0,0.0
hsa-miR-4758-3p,0.0,5.17819827886,6.01776072643
hsa-miR-4758-5p,0.0,0.0,0.0
hsa-miR-4759,0.0,0.0,0.0
hsa-miR-4760-3p,0.0,0.0,0.0
hsa-miR-4760-5p,0.0,0.0,0.0
hsa-miR-4761-3p,0.0,0.0,0.0
hsa-miR-4761-5p,0.0,0.0,0.0
hsa-miR-4762-3p,0.0,0.0,0.0
hsa-miR-4762-5p,26.4218038943,14.5931042404,16.2016634942
hsa-miR-4763-3p,0.0,0.0,0.0
hsa-miR-4763-5p,0.0,0.0,0.0
hsa-miR-4764-3p,0.0,0.0,0.0
hsa-miR-4764-5p,0.0,0.0,0.0
hsa-miR-4765-3p,0.0,0.0,0.0
hsa-miR-4765-5p,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,0.0,0.0
hsa-miR-4766-5p,0.0,0.0,0.0
hsa-miR-4767,35.7471464452,12.7101230481,0.0
hsa-miR-4768-3p,0.0,0.0,0.0
hsa-miR-4768-5p,0.0,0.0,0.0
hsa-miR-4769-3p,0.0,0.0,0.0
hsa-miR-4769-5p,0.0,0.0,0.0
hsa-miR-4770,0.0,0.0,0.0
hsa-miR-4771-3p,0.0,0.0,0.0
hsa-miR-4771-5p,18.6506851018,0.0,0.0
hsa-miR-4772-3p,0.0,0.0,0.0
hsa-miR-4772-5p,0.0,3.76596238463,0.0
hsa-miR-4773,0.0,0.0,0.0
hsa-miR-4774-3p,0.0,0.0,0.0
hsa-miR-4774-5p,0.0,0.0,0.0
hsa-miR-4775,43.5182652376,27.3032272885,26.385566262
hsa-miR-4776-3p,0.0,0.0,0.0
hsa-miR-4776-5p,0.0,0.0,0.0
hsa-miR-4777-3p,0.0,0.0,0.0
hsa-miR-4777-5p,0.0,0.0,0.0
hsa-miR-4778-3p,0.0,0.0,0.0
hsa-miR-4778-5p,0.0,0.0,0.0
hsa-miR-4779-3p,0.0,0.0,0.0
hsa-miR-4779-5p,0.0,0.0,0.0
hsa-miR-4780,0.0,0.0,0.0
hsa-miR-4781-3p,0.0,0.0,0.0
hsa-miR-4781-5p,0.0,0.0,0.0
hsa-miR-4782-3p,0.0,0.0,0.0
hsa-miR-4782-5p,0.0,0.0,0.0
hsa-miR-4783-3p,0.0,0.0,0.0
hsa-miR-4783-5p,0.0,0.0,0.0
hsa-miR-4784,0.0,0.0,0.0
hsa-miR-4785,0.0,0.0,0.0
hsa-miR-4786-3p,0.0,0.0,0.0
hsa-miR-4786-5p,0.0,0.0,0.0
hsa-miR-4787-3p,0.0,0.0,0.0
hsa-miR-4787-5p,0.0,0.0,0.0
hsa-miR-4788,0.0,0.0,5.55485605516
hsa-miR-4789-3p,0.0,0.0,0.0
hsa-miR-4789-5p,0.0,0.0,0.0
hsa-miR-4790-3p,0.0,0.0,0.0
hsa-miR-4790-5p,0.0,0.0,0.0
hsa-miR-4791,0.0,0.0,0.0
hsa-miR-4793-3p,0.0,0.0,0.0
hsa-miR-4793-5p,0.0,0.0,0.0
hsa-miR-4794,0.0,0.0,0.0
hsa-miR-4795-3p,0.0,0.0,0.0
hsa-miR-4795-5p,0.0,0.0,0.0
hsa-miR-4796-3p,0.0,28.2447178847,13.8871401379
hsa-miR-4796-5p,0.0,0.0,0.0
hsa-miR-4797-3p,0.0,0.0,0.0
hsa-miR-4797-5p,0.0,0.0,0.0
hsa-miR-4798-3p,0.0,0.0,0.0
hsa-miR-4798-5p,0.0,0.0,0.0
hsa-miR-4799-3p,0.0,0.0,0.0
hsa-miR-4799-5p,0.0,0.0,0.0
hsa-miR-4800-3p,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.0,0.0
hsa-miR-4801-3p,0.0,0.0,0.0
hsa-miR-4801-5p,0.0,0.0,0.0
hsa-miR-4802-3p,0.0,3.76596238463,6.48066539769
hsa-miR-4802-5p,0.0,0.0,0.0
hsa-miR-4803,0.0,0.0,0.0
hsa-miR-4804-3p,0.0,0.0,0.0
hsa-miR-4804-5p,29.5302514112,0.0,0.0
hsa-miR-483-3p,69.9400691319,30.127699077,32.4033269885
hsa-miR-483-5p,174.07306095,45.6622939136,42.5872297563
hsa-miR-484,411.869295999,342.231831703,346.252694105
hsa-miR-485-3p,0.0,0.0,0.0
hsa-miR-485-5p,0.0,0.0,0.0
hsa-miR-486-3p,0.0,4.2367076827,5.0919513839
hsa-miR-486-5p,293.748290354,134.63315525,151.369827503
hsa-miR-487a-3p,0.0,0.0,0.0
hsa-miR-487a-5p,0.0,0.0,0.0
hsa-miR-487b-3p,0.0,0.0,3.70323737011
hsa-miR-487b-5p,0.0,0.0,0.0
hsa-miR-488-3p,0.0,0.0,0.0
hsa-miR-488-5p,0.0,0.0,0.0
hsa-miR-489-3p,0.0,0.0,4.62904671264
